text,intent,dialect,source
دلني على الصيدلية,locations,Najdi,synthetic
ابغى معنى هذه الكلمة في القرآن بسرعة,quran,Eastern,synthetic_aug
يا رفيق عشاء صغير بسرعة,diet,Janoubi/Southern,synthetic_aug
ذكرني بقراءة القرآن بعد الفجر,reminders,Janoubi/Southern,synthetic
قولي ذكرني بالعلاج الطبيعي,reminders,Hijazi,synthetic_aug
احتاج باقي على المغرب كم دقيقة,prayer_time,Hijazi,synthetic_aug
ابغى تساعدني طبيب الأطفال وين,locations,Janoubi/Southern,synthetic_aug
"""رسومات الصخر في جبة تحكي عن الصيد زمان. تقدر تعرف الحيوانات؟""",conversation,Hijazi,saudial
جوعان وش فيه,diet,Najdi,synthetic
وين أقرب صراف,locations,Najdi,synthetic
أكلة بدون سكر مضاف,diet,Hijazi,synthetic
"""ساعد نرتب طقم القهوة! لا تنسى: المبخر، والدلة، والفناجين الصغيرة.""",reminders,Eastern,saudial
يا رفيق الأكل والدواء الترتيب من فضلك,diet,Najdi,synthetic_aug
ساعدني الجرعة الزائدة خطرها إيش من فضلك,medication,Najdi,synthetic_aug
احتاج زهقت كلمني شوي,conversation,Hijazi,synthetic_aug
"""سلام عليكم، يا صاحب النظرة الزراعية! حياك في مبادرة المزارع العمودية في الرياض. مهمتك: تحول البراجين لبيئات مزدهرة. ازرع 'نخل طاير' في الدور المية، دير 'شجر غاف بدون جاذبية' في الصالة، واهتم بحقول 'برسيم عايم' لهجنك المقاومة للجاذبية. استخدم محولات 'الرمل لتراب'، استفد من 'هبوب الشمال' للتلقيح، ووازن استعمال الموية بتقنية التحلية الكمية. فاوض 'ملاك الهواء البدو' التقليديين، ونافس في 'سوق المزارعين العايم' السنوي. بس انتبه من 'الجراد النانوي' والذكاء الاصطناعي اللي يتحكم بالمناخ! هدفك: تخلي الصحرا تزهر... لفوق. تذكر، 'زراعة بالهواء أحسن من الأرض' - على الأقل في المستقبل ذا!""",reminders,Najdi,saudial
"""مرحبتين، يا حافظ تقاليد الفخار! حيي طرق الفخار القديمة في المنطقة الشرقية. علم الطلاب كيف يجيبون الطين المحلي، ويسوون تصاميم معقدة، ويحرقون القطع في الأفران القديمة. اخلط الطرق القديمة مع الفن الحديث عشان تخلي هالحرفة حية.""",islamic_advice,Eastern,saudial
ابغى تساعدني تذكير بمراجعة البنك,reminders,Najdi,synthetic_aug
ساعدني أضف لقائمة مهامي,reminders,Janoubi/Southern,synthetic_aug
ابغى تساعدني ذكرني بكل أدويتي,medication,Hijazi,synthetic_aug
كم يوم آخذ العلاج يا أخوي,medication,Eastern,synthetic_aug
ابغى ابغى اعرف وقت الظهر,prayer_time,Hijazi,synthetic_aug
تعبت من الصمت,conversation,Hijazi,synthetic
"""هالنقوش على الحجر تبين ساعة الماء القديمة في مدائن صالح. تقدر تشغلها من جديد؟""",quran,Najdi,saudial
ابغى تساعدني دعاء المريض بسرعة,islamic_advice,Eastern,synthetic_aug
ابغى بر الوالدين فرض,islamic_advice,Najdi,synthetic_aug
ساعدني اشرح لي المشكلة الحين,conversation,Janoubi/Southern,synthetic_aug
ساعدني كم جزء في القرآن,quran,Janoubi/Southern,synthetic_aug
ابغى تساعدني موعد صرف الراتب يا أخوي,reminders,Eastern,synthetic_aug
قولي تاريخ اليوم يا أخوي,general,Hijazi,synthetic_aug
"""يلا، يا مخطط مهرجان الكورة! نظم بطولة كورة جبلية حماسية في عسير. جهز الملاعب على الأراضي الصعبة، وجمع الفرق المحلية، وسو جو احتفالي مع الموسيقى والأكل التقليدي. اخلط حماس الكورة مع جمال طبيعة عسير. خل البطولة هذي تكون احتفال بالرياضة والثقافة السعودية!""",diet,Southern,saudial
ممكن أذان المغرب متى بسرعة,prayer_time,Eastern,synthetic_aug
سورة المزمل,quran,Janoubi/Southern,synthetic
ابغى تساعدني طعام يقوي القلب,diet,Najdi,synthetic_aug
دعاء في القرآن يا أخوي,quran,Eastern,synthetic_aug
ابغى تساعدني السحور ايش أكل الحين,diet,Najdi,synthetic_aug
ممكن آية عن الشفاء الحين,quran,Eastern,synthetic_aug
ابغى معنى هذه الكلمة في القرآن,quran,Eastern,synthetic_aug
"""كسفير لشعب حوريات البحر اللي اكتشفناه في البحر الأحمر، شغلتك تتفاوض على اتفاقية تحمي مدنهم البلورية ومناطق صيدنا. افتكر، كلامهم له معنيين، وكلمة غلط ممكن تبدأ حرب بين الأنواع!""",quran,Hijazi,saudial
يا رفيق ابغى أشتري من الصيدلية,locations,Eastern,synthetic_aug
أعد ما قلته,general,Najdi,synthetic
"""يالله، يا مهندس الواحة! الواحة الذكية محتاجة خبرتك. وازن نظام الروعان الجوفي، وحسّن مسيّرات النخيل للتلقيح، ودير أقمار البرجيس للتحكم بالطقس. بس انتبه من هكرية الجراثيم اللي يبون يحولون واحتنا لصحرا! تذكر، 'الماي روح الواحة'.""",reminders,Eastern,saudial
"""حياك الله، يا خبير عسير! ورّي الزوار أحسن ما في أبها. دلهم في الجبال الضبابية، عرفهم على الثقافة العسيرية القديمة، وسوق الحرف اليدوية المحلية. نظم رياضات المغامرة والفعاليات الثقافية. ساعد السياح يجربون سحر جنوب المملكة الخاص!""",locations,Southern,saudial
"""حياك في مزارع الرياض المستقبلية! شغلتك: تحول الصحرا باستخدام البيوت الزجاجية الذكية. عادل استخدام الموية، واستفد من طاقة الشمس، وازرع محاصيل تخلي جدودك يفتحون أفواههم. بس انتبه من الجراد اللي يحب الرمل - صار يتذوق الخضار عالية التقنية!""",quran,Najdi,saudial
"""جيت أدور ذهب، وما لقيت إلا هالحريقة التعبانة!""",emergency,Southern,saudial
ممكن أغثني بسرعة,emergency,Najdi,synthetic_aug
ممكن وصلت الحمراء وين أروح,locations,Eastern,synthetic_aug
عادات الكبار بالسعودية,conversation,Najdi,synthetic
احتاج هل تعرف الحجازي,general,Najdi,synthetic_aug
ابغى وقفت التنبيهات,reminders,Najdi,synthetic_aug
ساعدني دعاء الاستخارة من فضلك,islamic_advice,Janoubi/Southern,synthetic_aug
"""يا هلا فيكم في الرياض الافتراضية 2050! تقدرون تطلعون برج المملكة، أو تركبون تكسي طاير في الممرات الجوية، أو تستكشفون الحدايق البيئية تحت الأرض. لا تنسون تضبطون التحكم بالمناخ الشخصي - الجو للحين حار هنا في المستقبل!""",general,Najdi,saudial
الطريق السريع رقم كم,locations,Janoubi/Southern,synthetic
ساعدني الإنسولين الساعة كم,medication,Najdi,synthetic_aug
قولي آية الرزق,quran,Hijazi,synthetic_aug
ابغى دائرة المعاشات وين,locations,Hijazi,synthetic_aug
من أنت,general,Eastern,synthetic
خذ حبوبي,medication,Hijazi,synthetic
يا رفيق ما أقدر أتنفس الحين,emergency,Eastern,synthetic_aug
احتاج لا تنساني بالدواء,reminders,Eastern,synthetic_aug
احتاج أقصر سورة,quran,Hijazi,synthetic_aug
احتاج أغثني بسرعة من فضلك,emergency,Hijazi,synthetic_aug
أغثني بسرعة,emergency,Janoubi/Southern,synthetic
ابغى تذكير بمراجعة البنك الحين,reminders,Eastern,synthetic_aug
تفسير هذه الآية,quran,Najdi,synthetic
ممكن الصدقة تدفع البلاء,islamic_advice,Najdi,synthetic_aug
رفيق صلاة التهجد متى من فضلك,prayer_time,Janoubi/Southern,synthetic_aug
الدعاء للميت,islamic_advice,Eastern,synthetic
تسمم غذائي الحين,emergency,Najdi,synthetic_aug
"""التنين القديم صحي. بس سيف النور يقدر يهزمه.""",diet,Hijazi,saudial
يا رفيق عربي ولا إنجليزي من فضلك,general,Najdi,synthetic_aug
ساعدني فيتامين د متى آخذه,medication,Hijazi,synthetic_aug
ابغى تساعدني بر الوالدين فرض من فضلك,islamic_advice,Hijazi,synthetic_aug
محتاج وصفة طبية من فضلك,medication,Najdi,synthetic_aug
"""إذا الجمل أسرع منك، يمكن وقتها تبدل مكانك معه!""",locations,Hijazi,saudial
قولي نكتة,conversation,Hijazi,synthetic_aug
ابغى فتوى سريعة بسرعة,islamic_advice,Najdi,synthetic_aug
ابغى تساعدني شرب الماء كل ساعة من فضلك,reminders,Hijazi,synthetic_aug
"""هلا، يا معلم الصنعة! حيي فن بناء السفن الشراعية في مينا الدمام. علم الصبيان الطرق الدقيقة لبناء السفن الخشبية. جيب المواد، سو هيكل السفينة، واصنع الشراع. حافظ على هالتراث البحري المهم وطلق إبداعاتك في الخليج!""",general,Eastern,saudial
ممكن هل أصلي استخارة الحين,islamic_advice,Janoubi/Southern,synthetic_aug
ممنوع عليّ آكل إيش,diet,Hijazi,synthetic
ابغى فقدت وعيي بسرعة,emergency,Eastern,synthetic_aug
بديل لهذا الدواء يا أخوي,medication,Hijazi,synthetic_aug
قولي عندي حادث بسرعة,emergency,Najdi,synthetic_aug
ساعدني ابغى مساعدة,general,Hijazi,synthetic_aug
ذكرني أجلس مع العيال يا أخوي,reminders,Eastern,synthetic_aug
ساعدني آخر آية نزلت يا أخوي,quran,Najdi,synthetic_aug
قولي حكاية قديمة من فضلك,conversation,Eastern,synthetic_aug
رفيق محتاج مساعدة طبية الحين,emergency,Hijazi,synthetic_aug
ساعدني متى تكتمل ختمة القرآن من فضلك,quran,Eastern,synthetic_aug
"""سلام عليكم، يا مساعد الحجاج الرقمي! طور دليل تجسيمي للحج والعمرة. سوي نماذج ثلاثية الأبعاد تفاعلية للأماكن المقدسة، وقدم ترجمات على طول، واعرض تعليمات المناسك خطوة بخطوة. اضمن إن كل الحجاج يقدروا يستخدموه مع الحفاظ على روحانية الرحلة.""",islamic_advice,Hijazi,saudial
ساعدني تذكير للفحص الدوري,reminders,Najdi,synthetic_aug
ساعدني نتيجة التحاليل متى,reminders,Najdi,synthetic_aug
"""سبحان الله، المنظر من هنا يخطف الأنفاس! تقدر تشوف الحرم كله!""",islamic_advice,Hijazi,saudial
ممكن تنبيهات الصلاة فعّلها الحين,prayer_time,Eastern,synthetic_aug
ما أقدر أتنفس,emergency,Janoubi/Southern,synthetic
رفيق كم صفحة باليوم للختمة بسرعة,quran,Janoubi/Southern,synthetic_aug
ممكن ما عندي أحد أحكيه,conversation,Najdi,synthetic_aug
ممكن اصطدمت بالسيارة,emergency,Najdi,synthetic_aug
ساعدني عندي حساسية من هذا الدواء,medication,Janoubi/Southern,synthetic_aug
أحب اللون الأزرق وأنت,conversation,Najdi,synthetic
خفف الصوت شوي,quran,Najdi,synthetic
"""قل لهم سالفة الضحك عن المخادع في السوق.""",locations,Hijazi,saudial
ساعدني لبن يومي مناسب,diet,Najdi,synthetic_aug
"""يا مرحبا في مهرجان كورنيش جدة! يلا نجهز بسطات الأكل، ونرتب سباق المراكب، ونحضر المسرح لحفلة الشعر بالليل. أوعى تنسى تلمع نافورة الملك فهد - هي نجمة عرض الأضواء حقنا!""",diet,Hijazi,saudial
ابغى تساعدني أنت مفيد الحين,general,Najdi,synthetic_aug
إيش معنى هذه الكلمة يا أخوي,general,Hijazi,synthetic_aug
ذكرني بكل أدويتي,medication,Eastern,synthetic
"""الخريطة العتيقة تودي لواحة مستخبية.""",locations,Hijazi,saudial
"""أهلا بيكم في مشروع إحياء البحر الأحمر! كونك كبير مهندسين الشعاب، مهمتك تصمم وتزرع شعاب جديدة. اخلط وركب أنواع المرجان، واعمل بيوت للسمك الغريب، واحمي إبداعاتك من تغير المناخ. افتكر، في العالم اللي تحت المية دا، حتى أصغر بوليب ممكن يعمل أكبر فرق!""",general,Hijazi,saudial
قولي فضل الذكر,islamic_advice,Janoubi/Southern,synthetic_aug
"""يا هلا بمروضين السحاب! اركبوا الهجن الطيارة وجهزوا حالكم لصيد سحب المطر فوق جبال عسير. استخدموا حبل البرق لتوجيه السحاب، بس انتبهوا من دواوير الغبار العنيدة والجن الشقي اللي يحاول يسرق مطركم. تذكروا، في الروديو ذا، لو تبللتم يعني فزتم!""",reminders,Southern,saudial
ابغى تساعدني ايش أقدر أسألك الحين,general,Najdi,synthetic_aug
صلاة التراويح الساعة كم,prayer_time,Hijazi,synthetic
ممكن بسم الله الرحمن الرحيم,islamic_advice,Najdi,synthetic_aug
ساعدني أنا وحيد,conversation,Najdi,synthetic_aug
طحت ما أقدر أقوم يا أخوي,emergency,Najdi,synthetic_aug
ابغى تساعدني الرفق بالضعفاء,islamic_advice,Hijazi,synthetic_aug
ممكن مواعيدي اليوم إيش عندي من فضلك,reminders,Janoubi/Southern,synthetic_aug
"""حياك الله في جبال جيزان! هيا نجني أحسن حبوب البن، وبعدين نحمصها عدل. تقدر تطابق الريحة مع وقت الحماس؟ لا تنسى، القهوة الزينة تسوى تسلق ألف جبل!""",medication,Southern,saudial
احتاج دعاء قبل النوم الحين,islamic_advice,Eastern,synthetic_aug
قائمة المشتريات يا أخوي,reminders,Najdi,synthetic_aug
رأسي يدور يا أخوي,emergency,Hijazi,synthetic_aug
تعبت قل لي شيء يريحني,general,Hijazi,synthetic
ممكن إيش يقال بعد الأذان,prayer_time,Najdi,synthetic_aug
ساعدني سورة الرحمن,quran,Hijazi,synthetic_aug
يا رفيق ابتلعت دواء غلط بسرعة,emergency,Najdi,synthetic_aug
ابغى تساعدني أوقات إجابة الدعاء الحين,islamic_advice,Najdi,synthetic_aug
ابغى سورة الرحمن من فضلك,quran,Hijazi,synthetic_aug
كم جرعة آخذ,medication,Hijazi,synthetic
ما أفهم,general,Najdi,synthetic
"""حياك في مستقبل استخراج النفط! استخدم الشاشات المجسمة عشان تراقب آبار قاع البحر، وارسل الدرونات الصغيرة لفحص الأنابيب، ووازن بين الإنتاج وحماية البيئة. لا تنسى، حتى التسربات الافتراضية لها أثر حقيقي!""",reminders,Eastern,saudial
زيارة المريض سنة,islamic_advice,Hijazi,synthetic
ابغى تساعدني أكلة بدون سكر مضاف يا أخوي,diet,Hijazi,synthetic_aug
"""بيئة الخليج حساسة. وحنا نبني الجزيرة الاصطناعية هذي، لازم نفكر بتأثيرها على الكائنات البحرية. خلونا ندخل الشعاب الصناعية ونستخدم مواد ما تضر البيئة. تذكروا، ما نبني للناس بس، نبني لكل مخلوقات البحر.""",reminders,Eastern,saudial
حديقة عامة قريبة,locations,Hijazi,synthetic
احتاج ابغى اشتري حبوب ضغط يا أخوي,medication,Janoubi/Southern,synthetic_aug
يا رفيق شغل سورة الفاتحة,quran,Janoubi/Southern,synthetic_aug
ممكن هل ستمطر,general,Janoubi/Southern,synthetic_aug
ساعدني هل ستمطر,general,Najdi,synthetic_aug
تقضى الصلاة الفائتة كيف يا أخوي,prayer_time,Eastern,synthetic_aug
حديث عن البر بالوالدين,islamic_advice,Hijazi,synthetic
ابغى تساعدني خذ حبوبي,medication,Najdi,synthetic_aug
ثواب الوضوء يا أخوي,islamic_advice,Najdi,synthetic_aug
قولي القرآن وأنا نايم يضر من فضلك,quran,Najdi,synthetic_aug
جدول أدويتي اليوم,medication,Janoubi/Southern,synthetic
ايش تسوي,general,Eastern,synthetic
أقرب نقطة شرطة بسرعة,locations,Hijazi,synthetic_aug
"""مرحبا، يا مرشد الحجاج! قود مجموعة في مناسك الحج في محاكاة تاريخية. تمشى في شوارع مكة القديمة، علّم الحجاج عن الأماكن المقدسة، وساعدهم يؤدوا العادات القديمة. اضمن السلامة والراحة الروحية للكل. جرّب رحلة الإيمان الأبدية!""",islamic_advice,Hijazi,saudial
أذكار المساء الحين,islamic_advice,Eastern,synthetic_aug
"""نجهز للحج! وش لازم نجيب معنا؟""",islamic_advice,Najdi,saudial
فضل الذكر,islamic_advice,Eastern,synthetic
آية الرزق,quran,Janoubi/Southern,synthetic
ابغى تساعدني تمرين الصبح الساعة كم بسرعة,reminders,Najdi,synthetic_aug
احتاج وش تعرف الحين,general,Najdi,synthetic_aug
دعاء دخول المسجد,islamic_advice,Janoubi/Southern,synthetic
قولي حق الأولاد,islamic_advice,Janoubi/Southern,synthetic_aug
ابغى تساعدني أكلة بدون سكر مضاف,diet,Eastern,synthetic_aug
ابغى اشتري حبوب ضغط,medication,Najdi,synthetic
الدواء هذا قديم,medication,Eastern,synthetic
ساعدني كاب ماء كافي الحين,diet,Hijazi,synthetic_aug
ممكن مركز الأشعة وين,locations,Hijazi,synthetic_aug
قولي تفسير هذه الآية,quran,Janoubi/Southern,synthetic_aug
القرآن وأنا نايم يضر يا أخوي,quran,Najdi,synthetic_aug
قولي متى الأذان,prayer_time,Najdi,synthetic_aug
"""أهلا، يا صاحب النظرة الساحلية! جدد كورنيش جدة بأشياء حلوة. صمم ألعاب مائية، ونظم مهرجانات ثقافية، وسوي أماكن ترفيه ما تضر البيئة. حسن المرفيق للصيادين ومحبين الرياضات المائية. خلي واجهة جدة البحرية مكان عالمي!""",general,Hijazi,saudial
"""حياكم الله في مدرجات عسير القديمة! أرسلوكم للماضي عشان تنقذون طرق الزراعة حق جدودنا. تعلموا أسرار بناء المساطب من أجدادنا، ودخلوا طرق مستدامة بدون ما تثيرون الشك، واضمنوا مستقبل زراعتنا في الجبال. بس انتبهوا - حجر واحد في غير مكانه ممكن يغير التاريخ كله!""",islamic_advice,Southern,saudial
اشرح لي شيء جديد,conversation,Najdi,synthetic
نبهني الساعة سبعة الصبح,reminders,Najdi,synthetic
رفيق وين أقرب مسجد بسرعة,locations,Najdi,synthetic_aug
ابغى مواعيدي اليوم إيش عندي بسرعة,reminders,Najdi,synthetic_aug
ممكن ابغى اعرف أوقات الصلاة الحين,prayer_time,Hijazi,synthetic_aug
سيرة النبي صلى الله عليه وسلم بسرعة,islamic_advice,Hijazi,synthetic_aug
ابغى الإمساك وش يساعد,diet,Hijazi,synthetic_aug
أجر عيادة المريض يا أخوي,islamic_advice,Hijazi,synthetic_aug
"""سلام عليكم، يا محيي التراث! رمم الدرعية التاريخية، مهد الدولة السعودية. عيد بناء البيوت الطينية، وصمم متاحف تفاعلية، وسو تجارب أصيلة. اخلط بين الراحة الحديثة والعمارة القديمة. خل التاريخ السعودي يحيا!""",islamic_advice,Najdi,saudial
نزيف ما يوقف,emergency,Janoubi/Southern,synthetic
ممكن الأدوية مع السفر كيف أنظمها,medication,Najdi,synthetic_aug
ابغى تساعدني مين صممك بسرعة,conversation,Najdi,synthetic_aug
كيف حالك,general,Hijazi,synthetic
قيام الليل الساعة كم,prayer_time,Hijazi,synthetic
دعاء في القرآن,quran,Hijazi,synthetic
"""تعلم الطقوس مهم قبل ما نبدأ الحج.""",islamic_advice,Eastern,saudial
ابغى تساعدني آية الكرسي قبل النوم الحين,quran,Najdi,synthetic_aug
ممكن صلاة التراويح الساعة كم بسرعة,prayer_time,Hijazi,synthetic_aug
رفيق أقرب مركز صحي من فضلك,locations,Najdi,synthetic_aug
ابغى تساعدني جلسة العلاج متى,reminders,Hijazi,synthetic_aug
شرب الماء كل ساعة,reminders,Najdi,synthetic
"""أهلا يا كابتن المرجان! قود أسطولك البيئي ونضف البحر الأحمر. استخدم درونات الغطاسين للبلاستيك الصغير وحط مصاصات الزيت اللي شكلها شاورما. فاصل عرايس البحر واكسب تجار بترول القرش. خلي ساحل جدة جنة بيئية!""",general,Hijazi,saudial
يا رفيق ذكرني أصلي الضحى,reminders,Hijazi,synthetic_aug
ذكرني بعد ساعة من فضلك,reminders,Hijazi,synthetic_aug
يا رفيق ارفع الصوت الحين,quran,Najdi,synthetic_aug
سنة الفجر كم ركعة,prayer_time,Eastern,synthetic
يا رفيق تاريخ الرياض,conversation,Eastern,synthetic_aug
ابغى هل أخذت حبوبي اليوم,medication,Najdi,synthetic_aug
ضربة شمس أصابتني,emergency,Najdi,synthetic
"""هلا، يا لاعب الكورة المائي! غطس في الخليج العربي لتجربة كورة تحت الماي فريدة من نوعها. اتقن فن اللعب بمعدات الغوص، واستخدم تيارات الماي عشان تلف تمريراتك، وسجل في الأهداف العايمة. نافس ضد فرق من دول الخليج الثانية في أول بطولة للكورة تحت الماي في المنطقة!""",general,Eastern,saudial
علمني سورة الإخلاص,quran,Hijazi,synthetic
ممكن وقعت وما أقدر أقوم,emergency,Hijazi,synthetic_aug
ابغى الدواء هذا إيش يسوي الحين,medication,Hijazi,synthetic_aug
ابغى السحور ايش أكل,diet,Najdi,synthetic_aug
أقرب عيادة جلدية,locations,Hijazi,synthetic
احتاج الصلاة على الميت يا أخوي,prayer_time,Hijazi,synthetic_aug
قولي وقت الصلاة حسب موقعي الحين,prayer_time,Hijazi,synthetic_aug
"""حياك في نظام المرور الذكي الجديد في الخبر! وجه السيارات الطيارة، وكبسولات الهايبرلوب، والباصات العادية لوجهاتهم. لا تنسى تخلي معبر الهجن فاضي - حتى في المستقبل، في أشياء ما تتغير أبد!""",reminders,Eastern,saudial
احتاج آية عن الشفاء بسرعة,quran,Eastern,synthetic_aug
"""يلا، يا صياد العسل الشجاع! اطلع الجبال العالية في عسير عشان تجمع العسل الجبلي النادر. استخدم طرق التسلق القديمة، هدي النحل البري بالدخان، واطلع العسل من الخلايا الخطرة. اخلط الطرق القديمة مع معدات السلامة الحديثة عشان تجمع الذهب السايل حق الجبال!""",emergency,Southern,saudial
ذكرني بعد ساعة,reminders,Najdi,synthetic
كلمني,conversation,Hijazi,synthetic
"""الحجار قديمة، بس قصصها بتدوم للأبد.""",islamic_advice,Southern,saudial
"""التجهيز للحج مثل لعبة الطناخة بس حقيقية!""",islamic_advice,Najdi,saudial
"""بالهجر، كل رشفة قهوة تحكي سالفة.""",conversation,Southern,saudial
"""سلام عليكم، يا حجي الصغير! انت مسؤول عن مترو مكة في أكثر وقت زحمة في السنة. وجه الحجاج للمحطات الصح، ونظم حركة الزحمة، وخلي الكل بارد ومبسوط. افتكر، رحلة المترو الحلوة هي أول خطوة لحج مبارك!""",islamic_advice,Hijazi,saudial
قولي شيء يريحني,conversation,Najdi,synthetic
الصلاة على الميت,prayer_time,Hijazi,synthetic
يا رفيق وين رقم الإسعاف من فضلك,emergency,Najdi,synthetic_aug
رفيق اقرأ آية الكرسي من فضلك,quran,Hijazi,synthetic_aug
ابغى الطريق السريع رقم كم بسرعة,locations,Najdi,synthetic_aug
من أنت الحين,general,Eastern,synthetic_aug
ابغى احترقت يدي يا أخوي,emergency,Najdi,synthetic_aug
محتاج وصفة طبية,medication,Hijazi,synthetic
يا رفيق أعشاب بديلة للدواء من فضلك,medication,Eastern,synthetic_aug
"""يا هلا بالمزهراتي الزغير! جا وقت مهرجان عسير للزهور. اصنع تيجان من العلف والحرمل والشيح. بس انتبه من نسانيس القرود الشقية - يحسبون تيجانك صحون شلاطة! تذكر، الجنوبي الأصيل يعرف ورد الجبل من بعيد بعيد!""",reminders,Southern,saudial
"""الحكاية تقول إن هالخريطة العتيقة تبين درب خفي لمكة...""",locations,Southern,saudial
قول شيء بالعربي من فضلك,general,Janoubi/Southern,synthetic_aug
ابغى طعام يقوي القلب يا أخوي,diet,Najdi,synthetic_aug
ابغى وين أقرب مطعم حلال,locations,Najdi,synthetic_aug
قولي روح جيب الدكتور بسرعة الحين,emergency,Najdi,synthetic_aug
هل تحس بالوحدة الحين,conversation,Hijazi,synthetic_aug
قولي أجر الصبر على المرض من فضلك,islamic_advice,Hijazi,synthetic_aug
قولي وين أقرب صراف,locations,Najdi,synthetic_aug
"""بسرعة! ساعدني أقلب رز المندي قبل ما يحترق!""",emergency,Hijazi,saudial
"""السفينة جاهزة، انطلق مع الفجر لما الهوى يكون قوي.""",prayer_time,Hijazi,saudial
يا رفيق أفضل وقت لصلاة الليل يا أخوي,prayer_time,Najdi,synthetic_aug
رفيق ألم شديد في البطن,emergency,Eastern,synthetic_aug
قولي مسكن للألم الحين,medication,Najdi,synthetic_aug
احتاج أوقات إجابة الدعاء بسرعة,islamic_advice,Janoubi/Southern,synthetic_aug
ابغى نزيف ما يوقف من فضلك,emergency,Hijazi,synthetic_aug
اشرح لي المشكلة بسرعة,conversation,Najdi,synthetic_aug
حبوب المناعة من فضلك,medication,Eastern,synthetic_aug
"""أهلا وسهلا في أجنن مهرجان لعربيات الأكل في جدة! جهز شاورما كونية، وفلافل ضد الجاذبية، وآيس كريم مجسم. خلي الزباين الجعانين من كل الأبعاد مبسوطين، بس خلي بالك من نقاد الأكل الفضائيين المنحشين - سافروا سنين ضوئية عشان اللقمة التمام!""",general,Hijazi,saudial
"""أنت مو تسوق، أنت تطير!""",locations,Southern,saudial
قولي ما أقدر أتنفس الحين,emergency,Janoubi/Southern,synthetic_aug
الوقت الحين كم,general,Hijazi,synthetic
يا رفيق ذكرني أصلي الضحى الحين,reminders,Eastern,synthetic_aug
احتاج اتصل بأهلي وقل لهم طاحت,emergency,Najdi,synthetic_aug
الأدوية مع السفر كيف أنظمها الحين,medication,Hijazi,synthetic_aug
قولي تاريخ الرياض من فضلك,conversation,Eastern,synthetic_aug
ممكن ابغى أشتري من الصيدلية من فضلك,locations,Janoubi/Southern,synthetic_aug
اقرأ علي آية,quran,Hijazi,synthetic
الدواء هذا خلاص خلص,medication,Hijazi,synthetic
حزب المفصل,quran,Eastern,synthetic
ابغى اتصل بالدفاع المدني من فضلك,emergency,Eastern,synthetic_aug
الأذان الأول والثاني,prayer_time,Najdi,synthetic
"""امش مع النغمة، الرقصة هذي من جيل لجيل.""",conversation,Southern,saudial
"""نحنا نخيط جيوب خاصة في حوب الإحرام عشان نحفظ أغراضنا المهمة في الحج.""",islamic_advice,Southern,saudial
ابغى تساعدني آية الطمأنينة,quran,Najdi,synthetic_aug
يا رفيق القرآن بالتجويد من فضلك,quran,Hijazi,synthetic_aug
احتاج حديث عن الصبر,islamic_advice,Najdi,synthetic_aug
إيش اسمك,general,Hijazi,synthetic
اضبط منبه بكرة الفجر,reminders,Eastern,synthetic
"""يا طيار الدرون، ركز! عندنا متنزهين تايهين في جبال السروات. استخدم الكاميرا الحرارية عشان تشوفهم، بس حذاري من هوا الجبال اللي ما تعرف وين يضرب. وخلك سامع لأشباح الوادي - عيال الحارة يحبون يضحكون على فرق الإنقاذ بنداءات كاذبة!""",locations,Southern,saudial
احتاج محتاج مساعدة طبية الحين,emergency,Najdi,synthetic_aug
السعودية قديماً وحديثاً,conversation,Najdi,synthetic
